Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","1978","1978","t","1300000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","1979","1979","t","1150000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","1980","1980","t","1150000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","1981","1981","t","1150000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","1982","1982","t","1160000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","1983","1983","t","1180000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","1984","1984","t","1270000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","1985","1985","t","1370000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","1986","1986","t","1430000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","1987","1987","t","1470000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","1988","1988","t","1500000","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","1989","1989","t","1600000","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","1990","1990","t","1600000","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","1991","1991","t","1640000","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","1992","1992","t","1861000","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","1993","1993","t","1861000","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","1994","1994","t","2379000","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","1995","1995","t","2550000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","1996","1996","t","2500000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","1997","1997","t","2326294","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","1998","1998","t","3210570","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","1999","1999","t","3129734","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","2000","2000","t","4433026","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","2001","2001","t","5394322","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","2002","2002","t","6522760","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","2003","2003","t","6892162","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","2004","2004","t","8586874","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","2005","2005","t","8806209","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","2006","2006","t","9037023","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","2007","2007","t","9730261","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","2008","2008","t","10057375","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","2009","2009","t","12827580","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","2010","2010","t","13858681","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","2011","2011","t","14333509","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","2012","2012","t","10636400","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","2013","2013","t","16411674","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","2014","2014","t","7638880","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","2015","2015","t","7727413","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","2016","2016","t","7921225","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","2017","2017","t","8326745","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","2018","2018","t","8730517","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","2019","2019","t","9000432","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","2020","2020","t","9592870","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","2021","2021","t","9866553","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","2022","2022","t","10547506","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1961","1961","t","10","E","Estimated value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1962","1962","t","12","E","Estimated value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1963","1963","t","14","E","Estimated value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1964","1964","t","16","E","Estimated value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1965","1965","t","18","E","Estimated value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1966","1966","t","20","E","Estimated value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1967","1967","t","30","E","Estimated value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1968","1968","t","40","E","Estimated value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1969","1969","t","60","E","Estimated value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1970","1970","t","80","E","Estimated value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1971","1971","t","120","E","Estimated value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1972","1972","t","149","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1973","1973","t","69","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1974","1974","t","18","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1975","1975","t","38","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1976","1976","t","44","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1977","1977","t","33","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1978","1978","t","50","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1979","1979","t","129","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1980","1980","t","47","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1981","1981","t","107","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1982","1982","t","68","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1983","1983","t","44","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1984","1984","t","25","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1985","1985","t","55","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1986","1986","t","50","E","Estimated value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1987","1987","t","31","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1988","1988","t","37","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1989","1989","t","40","E","Estimated value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1990","1990","t","45","E","Estimated value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1991","1991","t","50","E","Estimated value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1992","1992","t","45.89","I","Imputed value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1993","1993","t","45.75","I","Imputed value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1994","1994","t","45.55","I","Imputed value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1995","1995","t","40","E","Estimated value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1996","1996","t","41.01","I","Imputed value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1997","1997","t","45.56","I","Imputed value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1998","1998","t","45.73","I","Imputed value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","1999","1999","t","46.04","I","Imputed value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","2000","2000","t","45.31","I","Imputed value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","2001","2001","t","45","E","Estimated value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","2002","2002","t","54","E","Estimated value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","2003","2003","t","60","E","Estimated value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","2004","2004","t","75","E","Estimated value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","2005","2005","t","72.77","I","Imputed value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","2006","2006","t","80","E","Estimated value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","2007","2007","t","85.23","I","Imputed value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","2008","2008","t","91.75","I","Imputed value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","2009","2009","t","98.17","I","Imputed value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","2010","2010","t","104.54","I","Imputed value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","2011","2011","t","110.9","I","Imputed value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","2012","2012","t","115","E","Estimated value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","2013","2013","t","123.74","I","Imputed value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","2014","2014","t","129.97","I","Imputed value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","2015","2015","t","134.74","I","Imputed value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","2016","2016","t","119.52","I","Imputed value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","2017","2017","t","102.69","I","Imputed value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","2018","2018","t","98.04","I","Imputed value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","2019","2019","t","93.51","I","Imputed value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","2020","2020","t","51.8","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","2021","2021","t","52.46","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","2022","2022","t","144.21","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1961","1961","t","225200","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1962","1962","t","242600","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1963","1963","t","231100","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1964","1964","t","240200","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1965","1965","t","260400","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1966","1966","t","240500","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1967","1967","t","302600","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1968","1968","t","272600","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1969","1969","t","300900","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1970","1970","t","291600","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1971","1971","t","295000","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1972","1972","t","243700","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1973","1973","t","177000","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1974","1974","t","298800","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1975","1975","t","299600","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1976","1976","t","225000","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1977","1977","t","183000","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1978","1978","t","182000","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1979","1979","t","183000","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1980","1980","t","221700","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1981","1981","t","200400","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1982","1982","t","216000","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1983","1983","t","139000","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1984","1984","t","136500","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1985","1985","t","129800","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1986","1986","t","157300","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1987","1987","t","148300","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1988","1988","t","150000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1989","1989","t","150000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1990","1990","t","140000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1991","1991","t","150000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1992","1992","t","150000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1993","1993","t","150000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1994","1994","t","150000","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1995","1995","t","160000","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1996","1996","t","160000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1997","1997","t","160000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1998","1998","t","160000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","1999","1999","t","170000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","2000","2000","t","170000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","2001","2001","t","165000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","2002","2002","t","165000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","2003","2003","t","170000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","2004","2004","t","175000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","2005","2005","t","180000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","2006","2006","t","172000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","2007","2007","t","175000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","2008","2008","t","175000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","2009","2009","t","180000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","2010","2010","t","181800","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","2011","2011","t","185000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","2012","2012","t","187000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","2013","2013","t","184000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","2014","2014","t","186009.55","I","Imputed value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","2015","2015","t","190329.78","I","Imputed value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","2016","2016","t","191984.01","I","Imputed value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","2017","2017","t","193430.03","I","Imputed value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","2018","2018","t","195071.87","I","Imputed value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","2019","2019","t","196951.29","I","Imputed value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","2020","2020","t","198013.96","I","Imputed value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","2021","2021","t","199508.17","I","Imputed value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01520.01","Cassava, fresh","2022","2022","t","201002.39","I","Imputed value",""
"QCL","Crops and livestock products","044","Bahamas","5510","Production","01520.01","Cassava, fresh","1961","1961","t","500","E","Estimated value",""
"QCL","Crops and livestock products","044","Bahamas","5510","Production","01520.01","Cassava, fresh","1962","1962","t","500","E","Estimated value",""
"QCL","Crops and livestock products","044","Bahamas","5510","Production","01520.01","Cassava, fresh","1963","1963","t","550","E","Estimated value",""
"QCL","Crops and livestock products","044","Bahamas","5510","Production","01520.01","Cassava, fresh","1964","1964","t","600","E","Estimated value",""
"QCL","Crops and livestock products","044","Bahamas","5510","Production","01520.01","Cassava, fresh","1965","1965","t","650","E","Estimated value",""
"QCL","Crops and livestock products","044","Bahamas","5510","Production","01520.01","Cassava, fresh","1966","1966","t","700","E","Estimated value",""
"QCL","Crops and livestock products","044","Bahamas","5510","Production","01520.01","Cassava, fresh","1967","1967","t","750","E","Estimated value",""
"QCL","Crops and livestock products","044","Bahamas","5510","Production","01520.01","Cassava, fresh","1968","1968","t","800","E","Estimated value",""
"QCL","Crops and livestock products","044","Bahamas","5510","Production","01520.01","Cassava, fresh","1969","1969","t","850","E","Estimated value",""
"QCL","Crops and livestock products","044","Bahamas","5510","Production","01520.01","Cassava, fresh","1970","1970","t","900","E","Estimated value",""
"QCL","Crops and livestock products","044","Bahamas","5510","Production","01520.01","Cassava, fresh","1971","1971","t","950","E","Estimated value",""
"QCL","Crops and livestock products","044","Bahamas","5510","Production","01520.01","Cassava, fresh","1972","1972","t","1000","E","Estimated value",""
"QCL","Crops and livestock products","044","Bahamas","5510","Production","01520.01","Cassava, fresh","1973","1973","t","1050","E","Estimated value",""
"QCL","Crops and livestock products","044","Bahamas","5510","Production","01520.01","Cassava, fresh","1974","1974","t","1100","E","Estimated value",""
"QCL","Crops and livestock products","044","Bahamas","5510","Production","01520.01","Cassava, fresh","1975","1975","t","1150","E","Estimated value",""
"QCL","Crops and livestock products","044","Bahamas","5510","Production","01520.01","Cassava, fresh","1976","1976","t","1200","E","Estimated value",""
"QCL","Crops and livestock products","044","Bahamas","5510","Production","01520.01","Cassava, fresh","1977","1977","t","1250","E","Estimated value",""
"QCL","Crops and livestock products","044","Bahamas","5510","Production","01520.01","Cassava, fresh","1978","1978","t","1285","A","Official figure",""
"QCL","Crops and livestock products","044","Bahamas","5510","Production","01520.01","Cassava, fresh","1979","1979","t","1150","E","Estimated value",""
"QCL","Crops and livestock products","044","Bahamas","5510","Production","01520.01","Cassava, fresh","1980","1980","t","1150","E","Estimated value",""
"QCL","Crops and livestock products","044","Bahamas","5510","Production","01520.01","Cassava, fresh","1981","1981","t","1100","E","Estimated value",""
"QCL","Crops and livestock products","044","Bahamas","5510","Production","01520.01","Cassava, fresh","1982","1982","t","1100","E","Estimated value",""
"QCL","Crops and livestock products","044","Bahamas","5510","Production","01520.01","Cassava, fresh","1983","1983","t","1050","E","Estimated value",""
"QCL","Crops and livestock products","044","Bahamas","5510","Production","01520.01","Cassava, fresh","1984","1984","t","1050","E","Estimated value",""
"QCL","Crops and livestock products","044","Bahamas","5510","Production","01520.01","Cassava, fresh","1985","1985","t","1000","E","Estimated value",""
"QCL","Crops and livestock products","044","Bahamas","5510","Production","01520.01","Cassava, fresh","1986","1986","t","1000","E","Estimated value",""
"QCL","Crops and livestock products","044","Bahamas","5510","Production","01520.01","Cassava, fresh","1987","1987","t","1000","E","Estimated value",""
"QCL","Crops and livestock products","044","Bahamas","5510","Production","01520.01","Cassava, fresh","1988","1988","t","900","E","Estimated value",""
"QCL","Crops and livestock products","044","Bahamas","5510","Production","01520.01","Cassava, fresh","1989","1989","t","900","E","Estimated value",""
"QCL","Crops and livestock products","044","Bahamas","5510","Production","01520.01","Cassava, fresh","1990","1990","t","800","E","Estimated value",""
