code,year,0. Crop production index,1. Mean air temperature,"10. PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",11. Arable land (hectares),12. Livestock production index (2014-2016 = 100),13. Population,14. Fertilizers by Nutrient (phosphate P2O5),16. Population living in slums (% of urban population),17. Employment in agriculture (% of total employment) (modeled ILO estimate),18. Temperature change on land,19. Fertilizers by Nutrient (nitrogen N),2. Energy use in agriculture,20. Agriculture land area (sq. km),21. Employment in agriculture,3. Land area (sq. km),4. Agriculture land area (% of land area),5. Average precipitation (mm per year),6. Permanent cropland (% of land area),7. Fertilizer consumption (kilograms per hectare of arable land),"8. Annual freshwater withdrawals, total (billion cubic meters)",9. Fertilizers by Nutrient (potash K2O)
AGO,1977,16.09,22.15,,2900000.0,35.41,7511895.0,8800.0,,,0.221,13100.0,,,,1246700.0,35.9733697,,0.221,10.89655172,,9700.0
AGO,1978,15.1,22.11,,2900000.0,36.53,7771590.0,6200.0,,,0.07,10000.0,,,,1246700.0,35.95492099,,0.07,8.103448276,,7300.0
AGO,1979,13.53,22.18,,2900000.0,37.49,8043218.0,2100.0,,,0.324,9400.0,,,,1246700.0,35.92925323,,0.324,4.724137931,,2200.0
AGO,1980,14.04,22.21,,2900000.0,38.21,8330047.0,3800.0,,,0.31,9200.0,,,,1246700.0,35.90679394,,0.31,5.793103448,,3800.0
AGO,1981,12.59,22.29,,2900000.0,39.02,8631457.0,4800.0,,,-0.064,4600.0,,,,1246700.0,35.87711559,,-0.064,4.172413793,,2700.0
AGO,1982,12.55,22.24,,2900000.0,40.66,8947152.0,2000.0,,,0.137,2800.0,,,,1246700.0,35.85866688,,0.137,1.724137931,,200.0
AGO,1983,12.55,22.13,,2900000.0,41.3,9276707.0,4000.0,,,0.479,3800.0,,,,1246700.0,35.83700971,,0.479,2.965517241,,800.0
AGO,1984,12.73,22.13,,2900000.0,41.96,9617702.0,2671.0,,,0.642,3715.0,,,,1246700.0,35.81455041,,0.642,2.410689655,,605.0
AGO,1985,12.72,22.13,,2900000.0,43.01,9970621.0,7179.0,,,0.696,12794.0,,,,1246700.0,35.79690383,,0.696,7.014827586,,370.0
AGO,1986,13.32,22.32,,2900000.0,44.33,10332574.0,3500.0,,,0.173,5000.0,,,,1246700.0,35.73032807,,0.173,4.137931034,,3500.0
AGO,1987,13.4,22.31,,2900000.0,44.34,10694057.0,2800.0,,,0.711,4000.0,,,,1246700.0,35.71268148,,0.711,3.551724138,0.48,3500.0
AGO,1988,13.41,22.29,,2900000.0,44.63,11060261.0,6675.0,,,0.581,5221.0,,,,1246700.0,35.69503489,,0.581,5.485862069,0.492338462,4013.0
AGO,1989,13.25,22.38,,2900000.0,45.02,11439498.0,8000.0,,,0.001,9176.0,,,,1246700.0,35.67658619,,0.001,8.138275862,0.504676923,6425.0
AGO,1990,12.9,22.53,23.83176728,2900000.0,46.29,11828638.0,5000.0,,,0.693,2500.0,,,,1246700.0,35.6589396,1010,0.693,3.275862069,0.517015385,2000.0
AGO,1991,13.8,22.44,23.44396745,2950000.0,47.08,12228691.0,2300.0,,40.0718566747821,0.306,2300.0,,,,1246700.0,35.68059678,,0.306,2.338983051,0.529353846,2300.0
AGO,1992,14.79,22.02,23.12946351,3000000.0,50.14,12632507.0,3000.0,,39.9382622594256,0.456,3100.0,,,,1246700.0,35.70305607,,0.456,3.033333333,0.541692308,3000.0
AGO,1993,14.72,22.1,22.89532855,3000000.0,51.19,13038270.0,3000.0,,40.1263803076634,0.248,2000.0,,,,1246700.0,35.70225395,,0.248,2.666666667,0.554030769,3000.0
AGO,1994,18.03,22.31,22.74863566,3000000.0,50.3,13462031.0,5000.0,,39.891772320315,0.322,2000.0,,,,1246700.0,35.70225395,,0.322,3.333333333,0.566369231,3000.0
AGO,1995,18.06,22.37,22.6964579,3000000.0,47.28,13912253.0,3000.0,,39.3849532691177,0.757,2000.0,,,,1246700.0,35.6862116,,0.757,2.666666667,0.578707692,3000.0
AGO,1996,18.54,22.34,22.75995361,3000000.0,55.31,14383350.0,2000.0,,38.8025436477442,0.383,2000.0,,,,1246700.0,35.65172054,,0.383,2.0,0.591046154,2000.0
AGO,1997,18.07,22.5,22.92253538,3000000.0,58.76,14871146.0,,,38.4197642709686,0.235,2000.0,,,,1246700.0,35.6541269,,0.235,0.666666667,0.603384615,
AGO,1998,21.99,22.58,23.1346577,3000000.0,62.71,15366864.0,,,38.1697504172627,1.129,2300.0,,,,1246700.0,35.7046603,,1.129,1.133333333,0.615723077,1100.0
AGO,1999,20.9,22.53,23.34677511,3000000.0,63.17,15870753.0,,,37.572139586702,0.392,2300.0,,,,1246700.0,35.74797465,,0.392,1.133333333,0.628061539,1100.0
AGO,2000,25.49,22.59,23.50934209,3000000.0,67.62,16394062.0,,19.7,37.1460067373979,0.205,1400.0,,,,1246700.0,35.71268148,1010,0.205,0.466666667,0.6404,
AGO,2001,30.81,22.76,23.65268219,3000000.0,68.84,16941587.0,,,36.9251441306716,0.29,,,,,1246700.0,35.62605278,,0.29,,0.65346,
AGO,2002,36.2,22.67,23.82000908,3100000.0,70.71,17516139.0,1006.0,19.7,36.4258485038886,0.717,2757.0,,,,1246700.0,35.64450148,,0.717,1.659032258,0.66652,1380.0
AGO,2003,40.15,22.72,23.98111244,3300000.0,71.37,18124342.0,1461.0,,36.1555716487064,0.912,1787.0,,,,1246700.0,35.69343066,,0.912,1.788787879,0.67958,2655.0
AGO,2004,45.52,22.84,24.10578197,3300000.0,63.59,18771125.0,3643.0,19.66039,36.1663353037515,0.348,7187.0,,,,1246700.0,35.54183043,,0.348,4.501515152,0.69264,4025.0
AGO,2005,49.15,22.66,24.16380738,3300000.0,70.13,19450959.0,1501.0,,38.1609804036611,1.085,3682.0,,,,1246700.0,35.4399615,,1.085,2.260606061,0.7057,2277.0
AGO,2006,50.36,22.64,24.17293161,3300000.0,71.46,20162340.0,1378.0,25.79191,40.5238640648733,0.455,6641.0,,,,1246700.0,35.40306409,,0.455,3.66,0.7057,4059.0
AGO,2007,58.33,22.68,24.17419013,3400000.0,75.34,20909684.0,2405.0,,42.6903205223285,0.777,5584.0,,,,1246700.0,35.48969279,,0.777,3.305,0.7057,3248.0
AGO,2008,62.17,22.74,24.17231148,3400000.0,78.81,21691522.0,3915.0,31.92344,44.9381526016078,0.42,8172.0,,,,1246700.0,35.44958691,,0.42,8.258823529,0.7057,15993.0
AGO,2009,81.2,22.77,24.17202417,4000000.0,80.37,22507674.0,5097.0,,47.2185489495172,0.636,10468.0,,,,1246700.0,35.79850806,,0.636,5.47225,0.7057,6324.0
AGO,2010,86.14,22.78,24.17805672,4200000.0,84.72,23364185.0,8629.0,38.05496,48.6825181321233,1.167,17369.0,,,,1246700.0,35.97497393,,1.167,8.229285714,0.7057,8565.0
AGO,2011,95.31,22.81,24.33794017,4700000.0,86.97,24259111.0,16868.0,,51.1022140863603,0.844,16381.0,,,,1246700.0,36.34876073,,0.844,11.98382979,0.7057,23075.0
AGO,2012,76.61,22.92,24.4804929,4700000.0,89.76,25188292.0,7944.56,44.18648,53.2924848831765,0.558,19423.09,,,,1246700.0,36.3383332,,0.558,8.876048936,0.7057,14349.78
AGO,2013,108.18,22.93,24.53865843,4845000.0,94.03,26147002.0,9444.63,,55.4400666745874,1.005,20439.57,,,,1246700.0,36.48672495,,1.005,9.369120743,0.7057,15509.19
AGO,2014,94,22.87,23.94558364,5010000.0,96.69,27128337.0,7866.02,50.31801,57.5996382189249,0.792,27612.52,,456740.00005360995,15625823.966810746,1246700.0,36.63591883,1010,0.792,9.056087824,0.7057,9892.46
AGO,2015,100.89,,25.00215026,5125000.0,99.8,28127721.0,5247.39,,56.8499019175073,1.326,25494.28,,457890.00001745,15990581.800130105,1246700.0,36.72816235,1010,1.326,7.694993171,0.7057,8695.17
AGO,2016,105.11,,25.18070081,5347000.0,103.52,29154746.0,6554.24,56.44953,56.2217533928862,1.692,20776.77,,458239.99994681997,16391309.398442354,1246700.0,36.75623646,1010,1.692,6.635911726,0.7057,8151.21
AGO,2017,104.58,,23.95915081,5352000.0,107.46,30208628.0,11948.84,,55.3202787713785,0.943,26714.79,,457720.00000545004,16711497.2226087,1246700.0,36.71452635,1010,0.943,9.773157698,0.7057,13642.31
AGO,2018,107.34,,24.26501536,5357000.0,107.07,31273533.0,6168.07,62.58105,54.4014880039501,1.306,21644.96,,457919.99998290004,17013267.303406376,1246700.0,36.7305687,1010,1.306,7.103552361,0.7057,10240.7
AGO,2019,109.43,,24.59881133,5363000.0,113.83,32353588.0,9998.49,,53.4233279860809,1.785,16827.74,,458770.0000429,17284363.432505313,1246700.0,36.7987487,1010,1.785,6.652424016,0.7057,8850.72
AGO,2020,115.08,,25.1452382,5368000.0,113.25,33428486.0,8179.59,62.6,55.1641528611982,1.108,23881.08,,458919.99999482,18440541.11622424,1246700.0,36.81078046,1010,1.108,7.849204545,0.7057,10073.86
AGO,2021,116.22,,,5373000.0,122.72,34503774.0,5732.09,,56.7075062685015,1.401,17203.77,,458970.00002035,19566229.80391959,1246700.0,36.81479105,1010,1.401,5.606854644,0.7057,7189.77
AGO,2022,122.45,,,,130.74,35588987.0,17983.37,,56.3182611295094,1.136,30632.71,,,,,,..,1.136,,,22620.8
AGO,2023,..,,,,,36684202.0,,,,1.175,,,,,,,..,1.175,,,
